key,article_id,data_inizio_validita,data_fine_validita,price_before,price_in_period,delta_price,qty_pre,qty_in_period,sales_ht_pre,sales_pre,sales_ht_in_period,sales_in_period,cifra_ssp_pre,cifra_ssp_in_period,sconto_a_valore_in_period,margine_pp_valore_pre,margine_pp_valore_in_period,giorni_nel_periodo,delta_margine_pp_valore,qty_n_1,vendite_n_1,vendite_ht_n_1,margine_valore_n_1,gg_copertura,gg_copertura_n_1
81643641-2025-07-10,81643641,2025-07-10,,232.9,237.89,4.99,17.0,17.0,3202.6079,3907.1816,3243.6594,3957.2645,3959.3,4044.13,-86.8655,1037.8636,1156.9648,348.0,119.1012,9.0,2053.9255,1683.5455,429.6197,659.6898,923.4243
89061450-2026-05-05,89061450,2026-05-05,2026-10-22,26.9,23.09,-3.81,6.0,6.0,128.5157,156.7892,112.5098,137.262,161.4,138.54,-1.278,25.5015,-0.3052,170.0,-25.8068,,,,,21.2832,23.2904
88661295-2025-08-15,88661295,2025-08-15,2026-01-01,301.49,265.49,-36.0,29.0,19.0,7132.6815,8701.8715,4059.8429,4953.0084,8743.21,5044.31,-91.3016,2494.3636,1020.525,139.0,-1473.8386,,,,,331.787,239.802
83043503-2025-12-10,83043503,2025-12-10,,193.49,194.89,1.4,14.0,11.0,2180.0997,2659.7217,1695.6595,2068.7046,2708.86,2143.79,-75.0854,620.9826,496.9263,195.0,-124.0563,,,,,,
81602086-2025-10-23,81602086,2025-10-23,,186.0,172.29,-13.71,95.0,94.0,14460.7393,17642.1019,12845.8365,15671.9205,17670.0,16195.26,-523.3395,2568.4831,1720.9098,243.0,-847.5733,,,,,105.3207,154.6464
84580876-2025-12-06,84580876,2025-12-06,2026-01-18,33.9,32.89,-1.01,71.0,98.0,1930.0274,2354.6334,2641.9836,3223.22,2406.9,3223.22,0.0,556.7893,736.3884,43.0,179.5991,53.0,1626.6146,1333.2906,421.2287,74.959,
89715448-2026-02-01,89715448,2026-02-01,,9.99,9.29,-0.7,64.0,41.0,509.7763,621.9271,292.4084,356.7382,639.36,380.89,-24.1518,123.3308,37.0459,142.0,-86.285,49.0,525.0301,430.3526,74.4219,110.1401,122.1472
87874012-2025-07-09,87874012,2025-07-09,,71.99,71.39,-0.6,42.0,77.0,2456.1608,2996.5161,4258.2461,5195.0602,3023.58,5497.03,-301.9698,550.1884,800.0263,349.0,249.8378,,,,,217.8592,84.9458
83911976-2025-12-20,83911976,2025-12-20,,153.49,158.19,4.7,457.0,221.0,55491.9957,67700.2348,27711.5361,33808.0741,70144.93,34959.99,-1151.9159,25871.4308,13130.8278,185.0,-12740.603,607.0,85996.5498,70488.9752,18739.4801,99.4696,140.2235
83951806-2026-05-21,83951806,2026-05-21,,37.99,36.59,-1.4,9.0,9.0,276.0392,336.7678,268.9888,328.1664,341.91,329.31,-1.1436,45.411,48.166,33.0,2.755,8.0,289.1868,237.0384,88.3714,55.5742,8.6124
86759082-2026-03-06,86759082,2026-03-06,2026-04-26,81.49,87.49,6.0,58.0,74.0,3742.7578,4566.1646,5229.3648,6379.8251,4726.42,6474.26,-94.4349,822.3717,1469.7029,51.0,647.3311,36.0,2781.2248,2279.6925,487.949,,
87062224-2025-10-11,87062224,2025-10-11,2026-03-01,77.99,71.79,-6.2,2.0,2.0,123.9084,151.1683,114.086,139.1849,155.98,143.58,-4.3951,43.3221,40.6433,141.0,-2.6788,0.0,0.0,0.0,0.0,87.6699,93.2272
83908394-2025-07-23,83908394,2025-07-23,,129.9,122.19,-7.71,54.0,37.0,5672.1497,6920.0227,3654.7555,4458.8017,7014.6,4521.03,-62.2283,2425.8035,1581.6725,335.0,-844.1309,64.0,8405.2718,6889.567,2649.7358,48.594,54.3736
89701575-2025-08-05,89701575,2025-08-05,,545.49,536.29,-9.2,8027.0,7238.0,3583344.141,4371679.8521,3081585.6311,3759534.47,4378648.23,3881667.02,-122132.55,620880.8944,620491.3382,322.0,-389.5562,10858.0,5907182.4544,4841952.8315,1281171.2581,623.3382,260.1695
80480923-2025-07-25,80480923,2025-07-25,,143.9,149.99,6.09,1696.0,2805.0,199671.0439,243598.6735,344854.0574,420721.95,244054.4,420721.95,0.0,110684.0279,196799.8051,333.0,86115.7772,,,,,104.0581,97.2787
80916582-2026-04-29,80916582,2026-04-29,,38.99,40.69,1.7,120.0,102.0,3710.834,4527.2175,3391.4808,4137.6066,4678.8,4150.38,-12.7734,1961.5033,1763.8533,55.0,-197.65,104.0,4044.8741,3315.4706,712.439,289.6239,445.2029
86596554-2025-09-03,86596554,2025-09-03,2025-10-15,45.9,45.79,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,,,,,197.1275,331.1459
83939387-2025-09-04,83939387,2025-09-04,,43.9,49.69,5.79,370.0,415.0,12904.4513,15743.4306,16331.0469,19923.8772,16243.0,20621.35,-697.4728,4899.0032,7319.8764,292.0,2420.8732,182.0,7464.1973,6118.1945,1718.0357,266.2938,260.3583
82973175-2026-02-19,82973175,2026-02-19,,317.49,286.19,-31.3,45.0,62.0,11466.184,13988.7444,14544.082,17743.78,14287.05,17743.78,0.0,3539.3805,4072.4061,124.0,533.0256,15.0,4392.287,3600.2353,358.0245,139.8062,
81608358-2026-04-17,81608358,2026-04-17,,358.0,424.29,66.29,1938.0,2762.0,550083.5249,671101.9004,930655.8093,1135400.0873,693804.0,1171888.98,-36488.8927,178979.0947,425510.8103,67.0,246531.7156,1611.0,539225.4853,441988.1027,232612.7549,193.5896,278.0633
80774486-2026-04-08,80774486,2026-04-08,,198.99,212.79,13.8,1.0,1.0,163.0002,198.8603,174.418,212.79,198.99,212.79,0.0,64.355,77.7225,76.0,13.3674,,,,,37.5303,12.8827
87438895-2026-01-11,87438895,2026-01-11,2026-03-04,104.99,115.89,10.9,1.0,0.0,83.902,102.3604,0.0,0.0,104.99,0.0,0.0,19.051,0.0,52.0,-19.051,1.0,104.6018,85.7392,26.7697,481.7934,423.2763
81230109-2025-10-04,81230109,2025-10-04,,109.99,108.99,-1.0,303.0,420.0,26526.38,32362.1836,35584.1438,43412.6554,33326.97,45775.8,-2363.1446,14355.1187,17401.4753,262.0,3046.3566,172.0,19526.0847,16004.9875,5255.6843,504.0303,56.4433
89686927-2026-04-10,89686927,2026-04-10,,47.9,45.49,-2.41,24.0,19.0,928.7661,1133.0947,623.8936,761.1502,1149.6,864.31,-103.1598,210.8904,39.8709,74.0,-171.0195,18.0,886.6774,726.7848,184.2238,146.1674,191.2984
80172091-2026-05-24,80172091,2026-05-24,,411.9,423.19,11.29,2.0,1.0,668.3947,815.4415,330.5188,403.2329,823.8,423.19,-19.9571,192.6252,109.4288,30.0,-83.1964,0.0,0.0,0.0,0.0,131.4349,180.2777
85526413-2025-08-25,85526413,2025-08-25,,176.99,161.59,-15.4,19.0,24.0,2747.4465,3351.8847,3178.8197,3878.16,3362.81,3878.16,0.0,483.3378,487.5056,302.0,4.1678,,,,,,
80916604-2026-04-12,80916604,2026-04-12,,229.9,267.09,37.19,105.0,25.0,19688.0876,24019.4668,5263.709,6421.725,24139.5,6677.25,-255.525,4709.6712,1688.2781,72.0,-3021.3931,81.0,20118.8438,16490.8556,4435.579,122.3725,152.6485
82246191-2026-04-06,82246191,2026-04-06,2026-06-23,43.99,42.99,-1.0,119.0,183.0,4239.2341,5171.8656,6448.5,7867.17,5234.81,7867.17,0.0,1296.1183,1806.0843,78.0,509.9661,111.0,5112.315,4190.4221,865.342,583.4696,444.6687
86169136-2025-08-07,86169136,2025-08-07,2025-12-11,12.99,15.39,2.4,241.0,140.0,2501.8979,3052.3155,1766.0656,2154.6,3130.59,2154.6,0.0,748.8648,801.8311,126.0,52.9664,212.0,2653.5622,2175.051,701.7774,124.2146,167.7265
87565855-2025-07-23,87565855,2025-07-23,2025-11-16,119.99,126.89,6.9,638.0,669.0,62116.6578,75782.3225,64564.835,78769.0987,76553.62,84889.41,-6120.3113,33998.5203,35281.4814,116.0,1282.9611,820.0,100917.5608,82719.3122,28243.2179,176.4132,167.5409
87283787-2026-05-17,87283787,2026-05-17,,495.99,400.99,-95.0,199.0,258.0,80147.3679,97779.7888,82493.5162,100642.0897,98702.01,103455.42,-2813.3303,6607.6827,-11955.5025,37.0,-18563.1852,138.0,70803.2451,58035.4468,12782.3678,180.0588,192.9773
89341309-2025-09-17,89341309,2025-09-17,2025-11-24,146.9,125.49,-21.41,2278.0,3557.0,269487.1582,328774.333,365875.3525,446367.93,334638.2,446367.93,0.0,120421.5601,116575.2717,68.0,-3846.2884,1784.0,246478.1167,202031.2432,52658.0595,905.9632,
83331144-2025-08-06,83331144,2025-08-06,2025-11-03,25.9,22.69,-3.21,13.0,16.0,272.7251,332.7246,287.0168,350.1605,336.7,363.04,-12.8795,16.0603,-36.5442,89.0,-52.6045,,,,,196.3059,301.9992
87378686-2025-09-02,87378686,2025-09-02,,99.0,109.29,10.29,39.0,38.0,3116.7273,3802.4073,3404.1148,4153.02,3861.0,4153.02,0.0,898.4008,1174.3458,294.0,275.945,29.0,2586.9359,2120.4392,654.423,865.7692,1046.6359
89252042-2026-05-02,89252042,2026-05-02,2026-09-17,397.9,409.29,11.39,15.0,6.0,4745.9272,5790.0312,1912.7224,2333.5213,5968.5,2455.74,-122.2187,1502.8772,596.1281,138.0,-906.7491,11.0,4010.4238,3287.2326,839.3291,85.4237,47.4462
85307534-2025-09-07,85307534,2025-09-07,,173.9,176.49,2.59,55.0,80.0,7700.2766,9394.3374,11168.3382,13625.3726,9564.5,14119.2,-493.8274,2787.0489,4217.6546,289.0,1430.6057,73.0,11475.8419,9406.4278,2657.4372,,
86440644-2025-10-15,86440644,2025-10-15,,105.0,101.69,-3.31,405.0,477.0,34722.6292,42361.6077,39759.123,48506.13,42525.0,48506.13,0.0,13770.7663,14897.1015,251.0,1126.3352,428.0,37477.5826,30719.33,7993.3912,218.9116,182.7992
81847565-2026-02-26,81847565,2026-02-26,,763.9,788.99,25.09,1683.0,2528.0,1020070.2862,1244485.7491,1547183.2631,1887563.581,1285643.7,1994566.72,-107003.139,356001.3544,476032.3935,117.0,120031.0391,1797.0,1296342.2765,1062575.6364,296951.2809,44.9649,38.0148
83283935-2025-10-16,83283935,2025-10-16,2026-02-09,284.9,278.29,-6.61,1.0,0.0,227.3003,277.3064,0.0,0.0,284.9,0.0,0.0,60.164,0.0,116.0,-60.164,0.0,0.0,0.0,0.0,,
85531973-2025-11-04,85531973,2025-11-04,,106.9,107.09,0.19,84.0,111.0,7244.0256,8837.7113,9608.258,11722.0748,8979.6,11886.99,-164.9152,940.0573,576.5113,231.0,-363.546,,,,,124.6031,117.929
80458436-2026-03-10,80458436,2026-03-10,2026-05-08,60.0,52.59,-7.41,12.0,19.0,589.1518,718.7652,819.0246,999.21,720.0,999.21,0.0,224.2143,201.4938,59.0,-22.7204,,,,,,
81534091-2026-03-27,81534091,2026-03-27,,30.9,32.49,1.59,91.0,77.0,2259.6284,2756.7466,2050.5984,2501.73,2811.9,2501.73,0.0,780.4746,775.7653,88.0,-4.7093,121.0,3216.7028,2636.6416,910.3369,211.483,332.8734
88463711-2026-01-05,88463711,2026-01-05,,156.9,164.09,7.19,8.0,9.0,1006.7453,1228.2293,1200.6515,1464.7948,1255.2,1476.81,-12.0152,192.5956,284.4322,169.0,91.8366,,,,,,
81105079-2026-04-23,81105079,2026-04-23,,24.9,26.99,2.09,17.0,17.0,343.0757,418.5524,373.8521,456.0996,423.3,458.83,-2.7304,118.8755,138.0692,61.0,19.1937,14.0,375.2124,307.5511,46.2222,70.2392,63.809
84226945-2025-09-20,84226945,2025-09-20,2025-12-17,15.9,19.79,3.89,184.0,168.0,2351.1754,2868.434,2713.3871,3310.3322,2925.6,3324.72,-14.3878,597.1175,1134.1829,88.0,537.0655,209.0,3491.6298,2861.9917,536.4954,1251.433,1995.9226
86838134-2025-07-18,86838134,2025-07-18,,71.9,78.59,6.69,32.0,14.0,1853.5581,2261.3408,867.3796,1058.2031,2300.8,1100.26,-42.0569,115.9894,141.0076,340.0,25.0181,31.0,2231.9111,1829.4354,430.7472,,
85531488-2025-11-06,85531488,2025-11-06,2026-04-22,581.9,429.39,-152.51,353.0,432.0,162704.0985,198499.0001,152046.2951,185496.48,205410.7,185496.48,0.0,22372.0895,-13612.7865,167.0,-35984.8759,433.0,262147.3896,214874.9095,49896.7789,21.6168,46.8141
87606066-2026-04-07,87606066,2026-04-07,2026-07-23,317.0,299.49,-17.51,5.0,8.0,1290.0371,1573.8453,1835.4432,2239.2407,1585.0,2395.92,-156.6793,384.4747,302.6979,107.0,-81.7768,7.0,1789.7404,1467.0003,640.6554,312.3954,252.5511
84892065-2025-08-17,84892065,2025-08-17,2025-11-21,847.99,807.49,-40.5,11.0,9.0,7593.4828,9264.049,5956.8934,7267.41,9327.89,7267.41,0.0,2195.8905,1650.026,96.0,-545.8645,19.0,15492.2123,12698.5346,4872.2922,528.2936,601.2115
85485688-2025-07-28,85485688,2025-07-28,,180.99,194.69,13.7,319.0,115.0,47293.3815,57697.9254,16610.9938,20265.4124,57735.81,22389.35,-2123.9376,25196.2643,9103.0639,330.0,-16093.2004,,,,,309.3139,349.3789
81306078-2025-10-30,81306078,2025-10-30,2025-11-14,336.9,276.09,-60.81,13.0,11.0,3468.3821,4231.4262,2344.5218,2860.3167,4379.7,3036.99,-176.6733,1543.2569,891.2047,15.0,-652.0522,16.0,5346.2355,4382.1603,721.4911,31.421,21.9582
84475446-2025-11-29,84475446,2025-11-29,2026-02-03,69.99,74.49,4.5,17.0,21.0,945.3383,1153.3128,1250.4467,1525.545,1189.83,1564.29,-38.745,125.848,253.4684,66.0,127.6204,,,,,395.8862,204.1079
88306531-2026-04-05,88306531,2026-04-05,,230.9,246.39,15.49,2.0,3.0,373.389,455.5345,604.5866,737.5957,461.8,739.17,-1.5743,62.2735,142.3141,79.0,80.0405,0.0,0.0,0.0,0.0,524.4101,558.7224
88540051-2026-05-06,88540051,2026-05-06,,80.99,85.19,4.2,0.0,2.0,0.0,0.0,131.4369,160.353,0.0,170.38,-10.027,0.0,59.361,48.0,59.361,0.0,0.0,0.0,0.0,328.942,435.9776
80859948-2026-02-26,80859948,2026-02-26,,388.0,404.29,16.29,2.0,1.0,632.2766,771.3774,331.3852,404.29,776.0,404.29,0.0,284.9713,140.5524,117.0,-144.4189,7.0,2502.0793,2050.8847,393.1776,201.9683,178.4138
83015473-2025-07-08,83015473,2025-07-08,,36.49,34.09,-2.4,2718.0,4059.0,79697.329,97230.7414,102649.1082,125231.912,99179.82,138371.31,-13139.398,24495.0398,22944.9762,350.0,-1550.0636,2446.0,86801.6908,71148.9269,31365.9572,339.8465,489.9678
84511606-2026-02-01,84511606,2026-02-01,2026-02-17,6.49,6.59,0.1,123.0,69.0,649.6638,792.5898,357.1959,435.779,798.27,454.71,-18.931,46.5565,38.7299,16.0,-7.8266,166.0,1094.2488,896.9253,71.8588,307.0143,302.8056
84176140-2026-03-18,84176140,2026-03-18,2026-04-17,77.9,76.09,-1.81,140.0,133.0,8920.5084,10883.0202,8295.0574,10119.97,10906.0,10119.97,0.0,3262.4682,2778.0978,30.0,-484.3704,83.0,6175.3875,5061.793,1196.204,64.4592,47.6112
86344914-2025-10-17,86344914,2025-10-17,2026-02-04,163.99,166.79,2.8,7.0,3.0,922.3331,1125.2463,410.1393,500.37,1147.93,500.37,0.0,410.5372,198.9166,110.0,-211.6206,,,,,252.5173,216.4858
85290201-2026-04-24,85290201,2026-04-24,2026-08-17,252.9,220.59,-32.31,16.0,14.0,3218.5531,3926.6348,2486.9686,3034.1017,4046.4,3088.26,-54.1583,735.8229,365.3859,115.0,-370.437,,,,,9.7277,7.9205
81122030-2026-02-27,81122030,2026-02-27,,131.99,144.19,12.2,16.0,18.0,1697.9741,2071.5284,2127.3934,2595.42,2111.84,2595.42,0.0,422.5439,779.8383,116.0,357.2944,9.0,1022.6727,838.2563,40.6996,39.1234,36.05
83186152-2025-12-29,83186152,2025-12-29,,16.9,15.69,-1.21,1.0,0.0,13.6182,16.6142,0.0,0.0,16.9,0.0,0.0,4.2819,0.0,176.0,-4.2819,1.0,15.7239,12.8885,0.7295,,
85985099-2026-05-13,85985099,2026-05-13,,135.9,141.39,5.49,0.0,1.0,0.0,0.0,106.037,129.3652,0.0,141.39,-12.0248,0.0,18.7456,41.0,18.7456,0.0,0.0,0.0,0.0,211.3537,224.6052
81908250-2025-10-13,81908250,2025-10-13,2026-01-14,69.0,74.29,5.29,10.0,14.0,550.0936,671.1142,847.0517,1033.4031,690.0,1040.06,-6.6569,228.2393,416.7844,93.0,188.5451,11.0,666.3765,546.2102,54.3102,290.533,
80204769-2026-03-27,80204769,2026-03-27,,186.99,214.59,27.6,1685.0,1178.0,257256.8529,313853.3605,207202.4754,252787.02,315078.15,252787.02,0.0,101366.6283,105240.7976,88.0,3874.1693,1926.0,370890.0791,304008.2616,91016.277,991.6084,1016.5619
81851101-2025-11-02,81851101,2025-11-02,2026-02-19,85.9,95.29,9.39,228.0,247.0,15762.5631,19230.327,18160.2789,22155.5403,19585.2,23536.63,-1381.0897,4439.3497,5876.521,109.0,1437.1714,267.0,19757.9837,16195.0686,2877.7654,296.9913,335.106
88023059-2025-08-14,88023059,2025-08-14,2025-09-12,49.99,46.19,-3.8,192.0,267.0,7770.6229,9480.1599,10104.1421,12327.0534,9598.08,12332.73,-5.6766,2649.7012,3443.8625,29.0,794.1613,226.0,10439.3556,8556.8489,1232.3796,258.1917,314.2155
80356702-2026-02-20,80356702,2026-02-20,,63.49,58.19,-5.3,478.0,543.0,24595.0084,30005.9103,24134.652,29444.2755,30348.22,31597.17,-2152.8945,9816.1866,6513.7482,123.0,-3302.4384,327.0,21103.6993,17298.1142,6266.8927,260.0475,308.7718
82258049-2025-07-04,82258049,2025-07-04,2025-08-31,2.9,2.89,-0.01,81.0,101.0,186.9071,228.0267,231.5132,282.4461,234.9,291.89,-9.4439,48.8022,68.1599,58.0,19.3577,,,,,81.3374,57.3536
87165974-2025-08-30,87165974,2025-08-30,,55.99,55.49,-0.5,11.0,15.0,488.4551,595.9153,670.5945,818.1253,615.89,832.35,-14.2247,157.3344,227.1318,297.0,69.7974,16.0,890.7317,730.108,112.225,224.4353,241.879
85205822-2026-04-07,85205822,2026-04-07,,225.0,218.29,-6.71,0.0,2.0,0.0,0.0,344.8779,420.7511,0.0,436.58,-15.8289,0.0,63.4932,77.0,63.4932,3.0,706.0274,578.711,76.7884,210.4043,141.175
81069144-2025-12-19,81069144,2025-12-19,2026-05-30,291.49,325.99,34.5,311.0,171.0,71744.2423,87527.9756,42088.7716,51348.3014,90653.39,55744.29,-4395.9886,24938.8842,15728.3341,162.0,-9210.5501,235.0,64356.8235,52751.4947,17048.6767,49.0393,46.0044
83153655-2026-01-24,83153655,2026-01-24,2026-04-17,114.99,119.69,4.7,4.0,5.0,366.6608,447.3262,476.1852,580.9459,459.96,598.45,-17.5041,114.0576,144.9509,83.0,30.8933,4.0,437.5243,358.6265,64.6477,189.4685,189.9262
86765119-2026-03-05,86765119,2026-03-05,,40.99,42.39,1.4,1.0,2.0,33.2657,40.5841,67.4696,82.313,40.99,84.78,-2.467,7.2849,15.9089,110.0,8.624,4.0,153.1633,125.5437,38.8601,48.3407,28.8915
86897657-2026-01-09,86897657,2026-01-09,,64.49,53.09,-11.4,159.0,191.0,8148.3986,9941.0463,8196.1968,9999.3601,10253.91,10140.19,-140.8299,1634.3072,-304.569,165.0,-1938.8762,119.0,7266.0281,5955.7607,3058.7852,1162.3766,
82892989-2025-09-03,82892989,2025-09-03,2025-09-27,75.0,76.49,1.49,10.0,4.0,598.9189,730.6811,239.535,292.2327,750.0,305.96,-13.7273,246.0166,104.5264,24.0,-141.4902,,,,,47.5727,48.9531
80684177-2025-12-15,80684177,2025-12-15,,27.9,32.09,4.19,23.0,9.0,514.9639,628.256,224.6296,274.0482,641.7,288.81,-14.7618,202.8829,101.8875,190.0,-100.9954,22.0,588.5903,482.451,66.5008,145.5659,126.3162
83925666-2025-07-02,83925666,2025-07-02,,136.49,129.59,-6.9,92.0,55.0,10071.2725,12286.9524,5695.4375,6948.4338,12557.08,7127.45,-179.0162,3113.9581,1614.5748,356.0,-1499.3833,46.0,6455.5047,5291.3973,2756.984,280.9264,336.846
85672269-2025-08-23,85672269,2025-08-23,,129.9,110.49,-19.41,42.0,48.0,4365.3504,5325.7275,4216.3531,5143.9507,5455.8,5303.52,-159.5693,690.0656,104.4825,304.0,-585.5832,41.0,5278.6104,4326.7298,1437.3762,249.5828,391.9208
81843803-2025-12-08,81843803,2025-12-08,,39.99,37.59,-2.4,451.0,517.0,14386.9369,17552.0631,15929.5328,19434.03,18035.49,19434.03,0.0,7104.8603,7873.7306,197.0,768.8703,482.0,19395.2436,15897.7406,1954.5155,,
85259389-2025-10-11,85259389,2025-10-11,,54.9,57.49,2.59,524.0,297.0,23336.1612,28470.1167,13375.6528,16318.2964,28767.6,17074.53,-756.2336,7078.3975,4352.0229,255.0,-2726.3747,569.0,27284.0068,22363.94,4310.6242,193.3408,68.358
88052829-2025-09-25,88052829,2025-09-25,2025-11-17,11.9,12.29,0.39,29.0,35.0,276.2272,336.9971,317.2411,387.0341,345.1,430.15,-43.1159,62.4029,41.0649,53.0,-21.3381,17.0,168.274,137.9295,20.7825,,
85055688-2025-09-11,85055688,2025-09-11,,99.9,96.19,-3.71,123.0,49.0,9789.8294,11943.5919,3676.167,4484.9238,12287.7,4713.31,-228.3862,2422.8946,576.4865,285.0,-1846.4081,124.0,12277.9123,10063.8626,-262.7726,140.603,138.55
80726471-2025-11-09,80726471,2025-11-09,2026-01-18,12.99,13.79,0.8,27.0,36.0,281.5523,343.4939,403.1085,491.7923,350.73,496.44,-4.6477,100.474,166.8253,70.0,66.3513,,,,,19.2889,32.6471
87402936-2025-08-22,87402936,2025-08-22,2025-09-22,66.9,63.39,-3.51,7.0,5.0,370.7178,452.2757,249.0145,303.7977,468.3,316.95,-13.1523,102.332,61.9691,31.0,-40.3629,7.0,452.7633,371.1174,96.1547,91.9797,137.2334
87065695-2026-04-23,87065695,2026-04-23,,70.9,74.39,3.49,114.0,85.0,6544.5077,7984.2994,5169.4531,6306.7328,8082.6,6323.15,-16.4172,2031.1861,1657.9862,61.0,-373.1999,,,,,92.1287,127.4625
87657725-2025-12-06,87657725,2025-12-06,,90.49,87.19,-3.3,3.0,5.0,215.9096,263.4097,350.6994,427.8533,271.47,435.95,-8.0967,86.9624,119.702,199.0,32.7396,2.0,178.1319,146.0097,24.7461,163.4301,100.5231
89722381-2025-10-19,89722381,2025-10-19,,60.9,57.89,-3.01,1145.0,792.0,55891.2304,68187.301,37581.0492,45848.88,69730.5,45848.88,0.0,20859.2255,12302.2728,247.0,-8556.9527,656.0,38636.2804,31669.0823,13902.4823,156.7128,154.1827
86012921-2026-04-25,86012921,2026-04-25,2026-07-09,18.9,17.89,-1.01,389.0,397.0,5837.731,7122.0318,5821.582,7102.33,7352.1,7102.33,0.0,692.8074,485.9039,75.0,-206.9035,381.0,5735.1622,4700.9526,1704.574,74.1941,46.8643
83089394-2025-07-12,83089394,2025-07-12,,166.9,176.09,9.19,276.0,255.0,37719.0394,46017.2281,36805.6967,44902.95,46064.4,44902.95,0.0,16421.7287,16424.8046,346.0,3.0759,,,,,126.9506,104.3319
86651356-2025-09-08,86651356,2025-09-08,,126.99,131.79,4.8,2.0,2.0,208.1371,253.9273,216.0492,263.58,253.98,263.58,0.0,45.5457,38.0665,288.0,-7.4792,0.0,0.0,0.0,0.0,69.0519,119.1412
87801741-2025-09-17,87801741,2025-09-17,2026-03-14,28.99,28.39,-0.6,6379.0,3317.0,148839.1578,181583.7725,75645.3144,92287.2835,184927.21,94169.63,-1882.3465,42392.0214,18473.9736,178.0,-23918.0478,7727.0,269936.5592,221259.4748,101805.0792,48.6686,40.0588
85806357-2026-02-22,85806357,2026-02-22,,30.99,30.19,-0.8,351.0,319.0,8799.6169,10735.5327,7756.1082,9462.452,10877.49,9630.61,-168.158,2110.2739,1367.5932,121.0,-742.6806,346.0,11950.3753,9795.3896,-263.3653,104.6715,112.5588
85422527-2025-09-16,85422527,2025-09-16,2026-01-30,74.99,62.59,-12.4,233.0,178.0,14015.6247,17099.0622,8848.8554,10795.6036,17472.67,11141.02,-345.4164,7406.3814,4072.3251,136.0,-3334.0563,264.0,20785.6208,17037.3941,5097.5344,,
80215435-2026-05-13,80215435,2026-05-13,,82.49,90.59,8.1,27.0,19.0,1766.5318,2155.1688,1295.2158,1580.1633,2227.23,1721.21,-141.0467,607.2408,419.9207,41.0,-187.3201,,,,,88.5816,136.8746
86953501-2026-05-05,86953501,2026-05-05,,51.9,54.39,2.49,1623.0,1484.0,67951.3908,82900.6968,63746.0436,77770.1732,84233.7,80714.76,-2944.5868,12989.487,14709.8027,49.0,1720.3158,1846.0,88526.1419,72562.4114,26868.9163,21.1195,
85882962-2025-11-17,85882962,2025-11-17,,22.9,26.19,3.29,100.0,154.0,1813.2807,2212.2024,3109.4647,3793.5469,2290.0,4033.26,-239.7131,453.8846,1075.013,218.0,621.1285,,,,,183.2958,
81672302-2026-02-18,81672302,2026-02-18,,85.49,93.49,8.0,23.0,8.0,1603.2302,1955.9409,574.4189,700.791,1966.27,747.92,-47.129,240.1956,98.6006,125.0,-141.595,25.0,2028.3921,1662.6165,215.47,316.2629,311.4677
89187774-2026-02-13,89187774,2026-02-13,,51.0,53.39,2.39,201.0,141.0,8187.2984,9988.5041,6103.8407,7446.6857,10251.0,7527.99,-81.3043,3267.8537,2601.1457,130.0,-666.708,229.0,10430.3572,8549.4731,1421.8282,,
82071482-2025-09-18,82071482,2025-09-18,,1293.99,1388.79,94.8,14.0,7.0,14644.6228,17866.4398,7651.006,9334.2273,18115.86,9721.53,-387.3027,5237.7219,2850.59,278.0,-2387.1319,,,,,193.4163,87.2107
87037148-2025-07-19,87037148,2025-07-19,,88.99,88.29,-0.7,6.0,3.0,433.5198,528.8941,211.2902,257.774,533.94,264.87,-7.096,92.6698,41.1859,339.0,-51.4839,5.0,429.0549,351.6843,96.5226,654.9285,1032.1879
87799753-2026-01-22,87799753,2026-01-22,,120.0,114.49,-5.51,72.0,23.0,6908.7854,8428.7182,2035.5259,2483.3416,8640.0,2633.27,-149.9284,1543.2124,342.4703,152.0,-1200.7421,89.0,10175.8963,8340.8986,2714.759,350.2076,382.1918
88336575-2025-11-19,88336575,2025-11-19,2026-01-04,23.9,28.69,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,2.0,46.2182,37.8838,12.9075,36.6445,32.4378
84494975-2025-09-09,84494975,2025-09-09,,91.9,94.39,2.49,200.0,111.0,14591.6567,17801.8211,8168.6605,9965.7659,18380.0,10477.29,-511.5241,6106.6976,3075.3554,287.0,-3031.3422,137.0,11189.1447,9171.4301,1213.7824,559.8439,294.6801
84137776-2025-11-19,84137776,2025-11-19,2025-12-06,1479.99,1475.99,-4.0,1.0,1.0,1171.329,1429.0214,1138.5027,1388.9733,1479.99,1475.99,-87.0167,93.9798,26.5486,17.0,-67.4312,0.0,0.0,0.0,0.0,187.9746,198.2535
89362967-2025-12-16,89362967,2025-12-16,2026-03-24,128.49,141.89,13.4,15.0,14.0,1570.7572,1916.3238,1628.2459,1986.46,1927.35,1986.46,0.0,227.1202,329.5336,98.0,102.4134,11.0,1345.0747,1102.5202,320.662,,
85002880-2025-12-18,85002880,2025-12-18,,1043.0,815.49,-227.51,3.0,2.0,2477.552,3022.6134,1336.8689,1630.98,3129.0,1630.98,0.0,1087.2618,392.9583,187.0,-694.3035,,,,,201.942,124.3159
